c_Cod;d_Inizio;d_Fine;v_Descrizione;b_Bacino;c_CodiceRegione;c_CodAslTerritoriale;c_Provincia;c_ComuneFiscale;c_Regione
079082;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;MONTEROSSO CALABRO;NULL;180;NULL;CZ;F607 ;150
079083;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;MOTTA SANTA LUCIA;NULL;180;106;CZ;F780 ;150
079083;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;MOTTA SANTA LUCIA;NULL;180;203;CZ;F780 ;150
079084;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;NARDODIPACE;NULL;180;NULL;CZ;F843 ;150
079085;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;NICASTRO;NULL;180;NULL;CZ;F888 ;150
079086;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;NICOTERA;NULL;180;NULL;CZ;F893 ;150
079087;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;NOCERA TERINESE;NULL;180;106;CZ;F910 ;150
079087;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;NOCERA TERINESE;NULL;180;203;CZ;F910 ;150
079088;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;OLIVADI;NULL;180;107;CZ;G034 ;150
079088;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;OLIVADI;NULL;180;203;CZ;G034 ;150
079089;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;PALERMITI;NULL;180;107;CZ;G272 ;150
079089;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;PALERMITI;NULL;180;203;CZ;G272 ;150
079090;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;PALLAGORIO;NULL;180;NULL;CZ;G278 ;150
079091;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;PARGHELIA;NULL;180;NULL;CZ;G335 ;150
079092;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;PENTONE;NULL;180;107;CZ;G439 ;150
079092;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;PENTONE;NULL;180;203;CZ;G439 ;150
079093;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;PETILIA POLICASTRO;NULL;180;NULL;CZ;G508 ;150
079094;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;PETRIZZI;NULL;180;107;CZ;G517 ;150
079094;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;PETRIZZI;NULL;180;203;CZ;G517 ;150
079095;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;PETRONA';NULL;180;107;CZ;G518 ;150
079095;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;PETRONA';NULL;180;203;CZ;G518 ;150
079096;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;PIANOPOLI;NULL;180;106;CZ;D546 ;150
079096;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;PIANOPOLI;NULL;180;203;CZ;D546 ;150
079097;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;PIZZO;NULL;180;NULL;CZ;G722 ;150
079098;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;PIZZONI;NULL;180;NULL;CZ;G728 ;150
079099;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;PLATANIA;NULL;180;106;CZ;G734 ;150
079099;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;PLATANIA;NULL;180;203;CZ;G734 ;150
079100;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;POLIA;NULL;180;NULL;CZ;G785 ;150
079101;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;RICADI;NULL;180;NULL;CZ;H271 ;150
079102;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;ROCCABERNARDA;NULL;180;NULL;CZ;H383 ;150
079103;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;ROCCA DI NETO;NULL;180;NULL;CZ;H403 ;150
079104;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;ROMBIOLO;NULL;180;NULL;CZ;H516 ;150
079105;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAMBIASE;NULL;180;NULL;CZ;H742 ;150
079106;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SAN CALOGERO;NULL;180;NULL;CZ;H785 ;150
079107;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SAN COSTANTINO CALABRO;NULL;180;NULL;CZ;H807 ;150
079108;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SAN FLORO;NULL;180;107;CZ;H846 ;150
079108;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN FLORO;NULL;180;203;CZ;H846 ;150
079109;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SAN GREGORIO D'IPPONA;NULL;180;NULL;CZ;H941 ;150
079110;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SAN MANGO D'AQUINO;NULL;180;106;CZ;H976 ;150
079110;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN MANGO D'AQUINO;NULL;180;203;CZ;H976 ;150
079111;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;SAN MAURO MARCHESATO;NULL;180;NULL;CZ;I026 ;150
079112;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SAN NICOLA DA CRISSA;NULL;180;NULL;CZ;I058 ;150
079113;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;SAN NICOLA DELL'ALTO;NULL;180;NULL;CZ;I057 ;150
079114;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SAN PIETRO A MAIDA;NULL;180;106;CZ;I093 ;150
079114;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN PIETRO A MAIDA;NULL;180;203;CZ;I093 ;150
079115;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SAN PIETRO APOSTOLO;NULL;180;107;CZ;I095 ;150
079115;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN PIETRO APOSTOLO;NULL;180;203;CZ;I095 ;150
079116;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SAN SOSTENE;NULL;180;107;CZ;I164 ;150
079116;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN SOSTENE;NULL;180;203;CZ;I164 ;150
079117;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SANTA CATERINA DELLO IONIO;NULL;180;107;CZ;I170 ;150
079117;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SANTA CATERINA DELLO IONIO;NULL;180;203;CZ;I170 ;150
079118;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SANT'ANDREA APOSTOLO DELLO IONIO;NULL;180;107;CZ;I266 ;150
079118;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SANT'ANDREA APOSTOLO DELLO IONIO;NULL;180;203;CZ;I266 ;150
079119;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;SANTA SEVERINA;NULL;180;NULL;CZ;I308 ;150
079120;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SANT'EUFEMIA LAMEZIA;NULL;180;NULL;CZ;I334 ;150
079121;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SANT'ONOFRIO;NULL;180;NULL;CZ;I350 ;150
079122;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SAN VITO SULLO IONIO;NULL;180;107;CZ;I393 ;150
079122;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN VITO SULLO IONIO;NULL;180;203;CZ;I393 ;150
079123;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SATRIANO;NULL;180;107;CZ;I463 ;150
079123;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SATRIANO;NULL;180;203;CZ;I463 ;150
079124;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;SAVELLI;NULL;180;NULL;CZ;I468 ;150
079125;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;SCANDALE;NULL;180;NULL;CZ;I494 ;150
079126;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SELLIA;NULL;180;107;CZ;I589 ;150
079126;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SELLIA;NULL;180;203;CZ;I589 ;150
079127;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SELLIA MARINA;NULL;180;107;CZ;I590 ;150
079127;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SELLIA MARINA;NULL;180;203;CZ;I590 ;150
079128;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SERRA SAN BRUNO;NULL;180;NULL;CZ;I639 ;150
079129;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SERRASTRETTA;NULL;180;106;CZ;I655 ;150
079129;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SERRASTRETTA;NULL;180;203;CZ;I655 ;150
079130;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SERSALE;NULL;180;107;CZ;I671 ;150
079130;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SERSALE;NULL;180;203;CZ;I671 ;150
079131;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SETTINGIANO;NULL;180;107;CZ;I704 ;150
079131;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SETTINGIANO;NULL;180;203;CZ;I704 ;150
079132;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SIMBARIO;NULL;180;NULL;CZ;I744 ;150
079133;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SIMERI CRICHI;NULL;180;107;CZ;I745 ;150
079133;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SIMERI CRICHI;NULL;180;203;CZ;I745 ;150
079134;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SORBO SAN BASILE;NULL;180;107;CZ;I844 ;150
079134;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SORBO SAN BASILE;NULL;180;203;CZ;I844 ;150
079135;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SORIANELLO;NULL;180;NULL;CZ;I853 ;150
079136;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SORIANO CALABRO;NULL;180;NULL;CZ;I854 ;150
079137;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SOVERATO;NULL;180;107;CZ;I872 ;150
079137;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SOVERATO;NULL;180;203;CZ;I872 ;150
079138;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SOVERIA MANNELLI;NULL;180;106;CZ;I874 ;150
079138;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SOVERIA MANNELLI;NULL;180;203;CZ;I874 ;150
079139;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SOVERIA SIMERI;NULL;180;107;CZ;I875 ;150
079139;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SOVERIA SIMERI;NULL;180;203;CZ;I875 ;150
079140;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SPADOLA;NULL;180;NULL;CZ;I884 ;150
079141;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;SPILINGA;NULL;180;NULL;CZ;I905 ;150
079142;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;SQUILLACE;NULL;180;107;CZ;I929 ;150
079142;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;SQUILLACE;NULL;180;203;CZ;I929 ;150
079143;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;STALETTI';NULL;180;107;CZ;I937 ;150
079143;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;STALETTI';NULL;180;203;CZ;I937 ;150
079144;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;STEFANACONI;NULL;180;NULL;CZ;I945 ;150
079145;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;STRONGOLI;NULL;180;NULL;CZ;I982 ;150
079146;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;TAVERNA;NULL;180;107;CZ;L070 ;150
079146;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;TAVERNA;NULL;180;203;CZ;L070 ;150
079147;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;TIRIOLO;NULL;180;107;CZ;L177 ;150
079147;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;TIRIOLO;NULL;180;203;CZ;L177 ;150
079148;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;TORRE DI RUGGIERO;NULL;180;107;CZ;L240 ;150
079148;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;TORRE DI RUGGIERO;NULL;180;203;CZ;L240 ;150
079149;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;TROPEA;NULL;180;NULL;CZ;L452 ;150
079150;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;UMBRIATICO;NULL;180;NULL;CZ;L492 ;150
079151;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;VALLEFIORITA;NULL;180;107;CZ;I322 ;150
079151;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;VALLEFIORITA;NULL;180;203;CZ;I322 ;150
079152;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;VALLELONGA;NULL;180;NULL;CZ;L607 ;150
079153;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;VAZZANO;NULL;180;NULL;CZ;L699 ;150
079154;1880-01-01 00:00:00.000;1992-03-05 00:00:00.000;VERZINO;NULL;180;NULL;CZ;L802 ;150
079155;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;VIBO VALENTIA;NULL;180;NULL;CZ;F537 ;150
079156;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;ZACCANOPOLI;NULL;180;NULL;CZ;M138 ;150
079157;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;ZAGARISE;NULL;180;107;CZ;M140 ;150
079157;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;ZAGARISE;NULL;180;203;CZ;M140 ;150
079158;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;ZAMBRONE;NULL;180;NULL;CZ;M143 ;150
079159;1880-01-01 00:00:00.000;1992-05-07 00:00:00.000;ZUNGRI;NULL;180;NULL;CZ;M204 ;150
079160;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;LAMEZIA TERME;NULL;180;106;CZ;M208 ;150
079160;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;LAMEZIA TERME;NULL;180;203;CZ;M208 ;150
079500;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CARAFFA;NULL;180;NULL;CZ;B717 ;150
079501;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CHIARAVALLE;NULL;180;NULL;CZ;C616 ;150
079502;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;FOSSATO;NULL;180;NULL;CZ;D744 ;150
079503;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MARTIRANO;NULL;180;NULL;CZ;E991 ;150
079504;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;NOCERA;NULL;180;NULL;CZ;F910 ;150
079505;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;FEROLETTO PIANO;NULL;180;NULL;CZ;D546 ;150
079506;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN MANGO;NULL;180;NULL;CZ;H976 ;150
079507;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN PIETRO A TIRIOLO;NULL;180;NULL;CZ;I095 ;150
079508;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CATERINA;NULL;180;NULL;CZ;I170 ;150
079509;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SANT'ANDREA;NULL;180;NULL;CZ;I266 ;150
079510;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN VITO;NULL;180;NULL;CZ;I393 ;150
079511;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SORBO;NULL;180;NULL;CZ;I844 ;150
079512;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;TORRE;NULL;180;NULL;CZ;L240 ;150
079513;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SANT'ELIA;NULL;180;NULL;CZ;I322 ;150
079801;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CASTAGNA;NULL;180;NULL;CZ;C039 ;150
079802;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;PISCOPIO;NULL;180;NULL;CZ;G708 ;150
080001;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;AFRICO;NULL;180;109;RC;A065 ;150
080001;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;AFRICO;NULL;180;205;RC;A065 ;150
080002;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;AGNANA CALABRA;NULL;180;109;RC;A077 ;150
080002;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;AGNANA CALABRA;NULL;180;205;RC;A077 ;150
080003;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;ANOIA;NULL;180;110;RC;A303 ;150
080003;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANOIA;NULL;180;205;RC;A303 ;150
080004;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;ANTONIMINA;NULL;180;109;RC;A314 ;150
080004;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANTONIMINA;NULL;180;205;RC;A314 ;150
080005;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;ARDORE;NULL;180;109;RC;A385 ;150
080005;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;ARDORE;NULL;180;205;RC;A385 ;150
080006;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;BAGALADI;NULL;180;111;RC;A544 ;150
080006;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;BAGALADI;NULL;180;205;RC;A544 ;150
080007;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;BAGNARA CALABRA;NULL;180;111;RC;A552 ;150
080007;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;BAGNARA CALABRA;NULL;180;205;RC;A552 ;150
080008;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;BENESTARE;NULL;180;109;RC;A780 ;150
080008;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;BENESTARE;NULL;180;205;RC;A780 ;150
080009;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;BIANCO;NULL;180;109;RC;A843 ;150
080009;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;BIANCO;NULL;180;205;RC;A843 ;150
080010;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;BIVONGI;NULL;180;109;RC;A897 ;150
080010;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;BIVONGI;NULL;180;205;RC;A897 ;150
080011;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;BOVA;NULL;180;111;RC;B097 ;150
080011;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOVA;NULL;180;205;RC;B097 ;150
080012;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;BOVALINO;NULL;180;109;RC;B098 ;150
080012;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOVALINO;NULL;180;205;RC;B098 ;150
080013;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;BOVA MARINA;NULL;180;111;RC;B099 ;150
080013;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOVA MARINA;NULL;180;205;RC;B099 ;150
080014;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;BRANCALEONE;NULL;180;109;RC;B118 ;150
080014;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRANCALEONE;NULL;180;205;RC;B118 ;150
080015;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;BRUZZANO ZEFFIRIO;NULL;180;109;RC;B234 ;150
080015;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRUZZANO ZEFFIRIO;NULL;180;205;RC;B234 ;150
080016;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CALANNA;NULL;180;111;RC;B379 ;150
080016;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CALANNA;NULL;180;205;RC;B379 ;150
080017;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CAMINI;NULL;180;109;RC;B481 ;150
080017;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAMINI;NULL;180;205;RC;B481 ;150
080018;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CAMPO CALABRO;NULL;180;111;RC;B516 ;150
080018;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAMPO CALABRO;NULL;180;205;RC;B516 ;150
080019;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CANDIDONI;NULL;180;110;RC;B591 ;150
080019;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANDIDONI;NULL;180;205;RC;B591 ;150
080020;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CANOLO;NULL;180;109;RC;B617 ;150
080020;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANOLO;NULL;180;205;RC;B617 ;150
080021;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CARAFFA DEL BIANCO;NULL;180;109;RC;B718 ;150
080021;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CARAFFA DEL BIANCO;NULL;180;205;RC;B718 ;150
080022;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CARDETO;NULL;180;111;RC;B756 ;150
080022;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CARDETO;NULL;180;205;RC;B756 ;150
080023;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CARERI;NULL;180;109;RC;B766 ;150
080023;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CARERI;NULL;180;205;RC;B766 ;150
080024;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CASIGNANA;NULL;180;109;RC;B966 ;150
080024;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASIGNANA;NULL;180;205;RC;B966 ;150
080025;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CAULONIA;NULL;180;109;RC;C285 ;150
080025;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAULONIA;NULL;180;205;RC;C285 ;150
080026;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;CIMINA';NULL;180;109;RC;C695 ;150
080026;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;CIMINA';NULL;180;205;RC;C695 ;150
080027;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CINQUEFRONDI;NULL;180;110;RC;C710 ;150
080027;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CINQUEFRONDI;NULL;180;205;RC;C710 ;150
080028;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CITTANOVA;NULL;180;110;RC;C747 ;150
080028;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CITTANOVA;NULL;180;205;RC;C747 ;150
080029;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;CONDOFURI;NULL;180;111;RC;C954 ;150
080029;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;CONDOFURI;NULL;180;205;RC;C954 ;150
080030;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;COSOLETO;NULL;180;110;RC;D089 ;150
080030;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;COSOLETO;NULL;180;205;RC;D089 ;150
080031;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;DELIANUOVA;NULL;180;110;RC;D268 ;150
080031;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;DELIANUOVA;NULL;180;205;RC;D268 ;150
080032;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;FEROLETO DELLA CHIESA;NULL;180;110;RC;D545 ;150
080032;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;FEROLETO DELLA CHIESA;NULL;180;205;RC;D545 ;150
080033;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;FERRUZZANO;NULL;180;109;RC;D557 ;150
080033;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;FERRUZZANO;NULL;180;205;RC;D557 ;150
080034;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;FIUMARA;NULL;180;111;RC;D619 ;150
080034;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;FIUMARA;NULL;180;205;RC;D619 ;150
080035;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;GALATRO;NULL;180;110;RC;D864 ;150
080035;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;GALATRO;NULL;180;205;RC;D864 ;150
080036;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;GERACE;NULL;180;109;RC;D975 ;150
080036;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;GERACE;NULL;180;205;RC;D975 ;150
080037;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;GIFFONE;NULL;180;110;RC;E025 ;150
080037;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;GIFFONE;NULL;180;205;RC;E025 ;150
080038;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;GIOIA TAURO;NULL;180;110;RC;E041 ;150
080038;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;GIOIA TAURO;NULL;180;205;RC;E041 ;150
080039;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;GIOIOSA IONICA;NULL;180;109;RC;E044 ;150
080039;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;GIOIOSA IONICA;NULL;180;205;RC;E044 ;150
080040;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;GROTTERIA;NULL;180;109;RC;E212 ;150
080040;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;GROTTERIA;NULL;180;205;RC;E212 ;150
080041;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;LAGANADI;NULL;180;111;RC;E402 ;150
080041;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;LAGANADI;NULL;180;205;RC;E402 ;150
080042;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;LAUREANA DI BORRELLO;NULL;180;110;RC;E479 ;150
080042;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;LAUREANA DI BORRELLO;NULL;180;205;RC;E479 ;150
080043;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;LOCRI;NULL;180;109;RC;D976 ;150
080043;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;LOCRI;NULL;180;205;RC;D976 ;150
080044;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;MAMMOLA;NULL;180;109;RC;E873 ;150
080044;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;MAMMOLA;NULL;180;205;RC;E873 ;150
080045;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;MARINA DI GIOIOSA IONICA;NULL;180;109;RC;E956 ;150
080045;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;MARINA DI GIOIOSA IONICA;NULL;180;205;RC;E956 ;150
080046;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;MAROPATI;NULL;180;110;RC;E968 ;150
080046;2008-01-01 00:00:00.000;2050-01-01 00:00:00.000;MAROPATI;NULL;180;205;RC;E968 ;150
080047;1880-01-01 00:00:00.000;2010-12-31 00:00:00.000;MARTONE;NULL;180;109;RC;E993 ;150
080047;2011-01-01 00:00:00.000;2050-01-01 00:00:00.000;MARTONE;NULL;180;205;RC;E993 ;150
080048;1880-01-01 00:00:00.000;2007-12-31 00:00:00.000;MELICUCCA';NULL;180;110;RC;F105 ;150
